asset_id,image_path,family,state,status,scope,generation_order,source_reference,image_instruction,3d_strategy,mesh_output,notes
environment__modules__wall_straight_uncontrolled,environment/modules/wall_straight_uncontrolled.png,wall_straight_uncontrolled,reference,TO_GENERATE,MVP,87,,Create one isolated modular environment asset: natural irregular cool-gray rock wall module. Tile-friendly silhouette where applicable; no surrounding room.,modular_static_mesh,models/environment/wall_straight_uncontrolled.glb,
environment__modules__wall_straight_controlled,environment/modules/wall_straight_controlled.png,wall_straight_controlled,reference,TO_GENERATE,MVP,88,,Create one isolated modular environment asset: controlled darker wall module with subtle ordered supernatural mineral/root structures. Tile-friendly silhouette where applicable; no surrounding room.,modular_static_mesh,models/environment/wall_straight_controlled.glb,
environment__modules__wall_corner_controlled,environment/modules/wall_corner_controlled.png,wall_corner_controlled,reference,TO_GENERATE,MVP,89,,Create one isolated modular environment asset: 90-degree controlled dungeon wall corner matching wall_straight_controlled. Tile-friendly silhouette where applicable; no surrounding room.,modular_static_mesh,models/environment/wall_corner_controlled.glb,
environment__modules__pillar_controlled,environment/modules/pillar_controlled.png,pillar_controlled,reference,TO_GENERATE,MVP,90,,Create one isolated modular environment asset: modular controlled dungeon pillar. Tile-friendly silhouette where applicable; no surrounding room.,modular_static_mesh,models/environment/pillar_controlled.glb,
environment__modules__stairs_controlled,environment/modules/stairs_controlled.png,stairs_controlled,reference,TO_GENERATE,MVP,91,,Create one isolated modular environment asset: modular dungeon stairs matching controlled stone language. Tile-friendly silhouette where applicable; no surrounding room.,modular_static_mesh,models/environment/stairs_controlled.glb,
environment__modules__bridge_controlled,environment/modules/bridge_controlled.png,bridge_controlled,reference,TO_GENERATE,MVP,92,,Create one isolated modular environment asset: short modular dungeon bridge matching controlled stone language. Tile-friendly silhouette where applicable; no surrounding room.,modular_static_mesh,models/environment/bridge_controlled.glb,
environment__modules__cave_rock_cluster,environment/modules/cave_rock_cluster.png,cave_rock_cluster,reference,TO_GENERATE,MVP,93,,Create one isolated modular environment asset: generic irregular cave rock cluster for transitions. Tile-friendly silhouette where applicable; no surrounding room.,modular_static_mesh,models/environment/cave_rock_cluster.glb,
environment__modules__dungeon_vein_segment,environment/modules/dungeon_vein_segment.png,dungeon_vein_segment,reference,TO_GENERATE,MVP,94,,Create one isolated modular environment asset: supernatural vein/root mineral segment that can run along walls/floors toward the Core. Tile-friendly silhouette where applicable; no surrounding room.,modular_static_mesh,models/environment/dungeon_vein_segment.glb,
environment__modules__influence_crack_cluster,environment/modules/influence_crack_cluster.png,influence_crack_cluster,reference,TO_GENERATE,MVP,95,,Create one isolated modular environment asset: small cluster of violet influence cracks for modular placement. Tile-friendly silhouette where applicable; no surrounding room.,modular_static_mesh,models/environment/influence_crack_cluster.glb,
environment__modules__floating_rock_cluster,environment/modules/floating_rock_cluster.png,floating_rock_cluster,reference,TO_GENERATE,MVP,96,,Create one isolated modular environment asset: small floating rock fragment cluster showing strong Core influence. Tile-friendly silhouette where applicable; no surrounding room.,modular_static_mesh,models/environment/floating_rock_cluster.glb,
environment__props__torch_sconce,environment/props/torch_sconce.png,torch_sconce,reference,TO_GENERATE,POST_MVP,97,,"Create one isolated prop: wall-mounted torch sconce, readable and compact; use project materials and restrained violet accents only where appropriate.",static_mesh,models/props/torch_sconce.glb,
environment__props__brazier,environment/props/brazier.png,brazier,reference,TO_GENERATE,POST_MVP,98,,Create one isolated prop: small freestanding brazier; use project materials and restrained violet accents only where appropriate.,static_mesh,models/props/brazier.glb,
environment__props__banner,environment/props/banner.png,banner,reference,TO_GENERATE,POST_MVP,99,,"Create one isolated prop: vertical dungeon banner with abstract supernatural emblem, no readable text; use project materials and restrained violet accents only where appropriate.",static_mesh,models/props/banner.glb,
environment__props__crate,environment/props/crate.png,crate,reference,TO_GENERATE,POST_MVP,100,,Create one isolated prop: simple reinforced wooden crate; use project materials and restrained violet accents only where appropriate.,static_mesh,models/props/crate.glb,
environment__props__barrel,environment/props/barrel.png,barrel,reference,TO_GENERATE,POST_MVP,101,,Create one isolated prop: simple reinforced wooden barrel; use project materials and restrained violet accents only where appropriate.,static_mesh,models/props/barrel.glb,
environment__props__bookshelf,environment/props/bookshelf.png,bookshelf,reference,TO_GENERATE,POST_MVP,102,,Create one isolated prop: compact dungeon bookshelf with stylized books and curios; use project materials and restrained violet accents only where appropriate.,static_mesh,models/props/bookshelf.glb,
environment__props__table,environment/props/table.png,table,reference,TO_GENERATE,POST_MVP,103,,Create one isolated prop: sturdy stylized dungeon table; use project materials and restrained violet accents only where appropriate.,static_mesh,models/props/table.glb,
environment__props__chair,environment/props/chair.png,chair,reference,TO_GENERATE,POST_MVP,104,,Create one isolated prop: sturdy stylized dungeon chair; use project materials and restrained violet accents only where appropriate.,static_mesh,models/props/chair.glb,
environment__props__spiked_fence,environment/props/spiked_fence.png,spiked_fence,reference,TO_GENERATE,POST_MVP,105,,Create one isolated prop: short modular spiked fence/barrier; use project materials and restrained violet accents only where appropriate.,static_mesh,models/props/spiked_fence.glb,
environment__props__portcullis,environment/props/portcullis.png,portcullis,reference,TO_GENERATE,POST_MVP,106,,Create one isolated prop: standalone portcullis gate mechanism; use project materials and restrained violet accents only where appropriate.,static_mesh,models/props/portcullis.glb,
environment__props__magic_focus,environment/props/magic_focus.png,magic_focus,reference,TO_GENERATE,POST_MVP,107,,Create one isolated prop: small non-Core magical focus object; clearly not the Dungeon Core; use project materials and restrained violet accents only where appropriate.,static_mesh,models/props/magic_focus.glb,
environment__props__ritual_altar,environment/props/ritual_altar.png,ritual_altar,reference,TO_GENERATE,POST_MVP,108,,Create one isolated prop: small ritual altar distinct from Expansion Sanctuary and Core; use project materials and restrained violet accents only where appropriate.,static_mesh,models/props/ritual_altar.glb,
loot__loot_bag,loot/loot_bag.png,loot_bag,reference,TO_GENERATE,MVP,109,,"Create one isolated loot prop: adventurer loot bag, readable at mobile scale. No character or corpse included.",static_mesh,models/loot/loot_bag.glb,
loot__gold_pile_small,loot/gold_pile_small.png,gold_pile_small,reference,TO_GENERATE,MVP,110,,Create one isolated loot prop: small warm-gold treasure pile. No character or corpse included.,static_mesh,models/loot/gold_pile_small.glb,
loot__gold_pile_medium,loot/gold_pile_medium.png,gold_pile_medium,reference,TO_GENERATE,MVP,111,,Create one isolated loot prop: medium warm-gold treasure pile. No character or corpse included.,static_mesh,models/loot/gold_pile_medium.glb,
loot__gold_pile_large,loot/gold_pile_large.png,gold_pile_large,reference,TO_GENERATE,MVP,112,,Create one isolated loot prop: large warm-gold treasure pile. No character or corpse included.,static_mesh,models/loot/gold_pile_large.glb,
loot__relic_bundle,loot/relic_bundle.png,relic_bundle,reference,TO_GENERATE,MVP,113,,Create one isolated loot prop: small bundle of rare relics/artifacts. No character or corpse included.,static_mesh,models/loot/relic_bundle.glb,
loot__dropped_weapon_bundle,loot/dropped_weapon_bundle.png,dropped_weapon_bundle,reference,TO_GENERATE,MVP,114,,"Create one isolated loot prop: small generic dropped adventurer gear bundle, non-gory. No character or corpse included.",static_mesh,models/loot/dropped_weapon_bundle.glb,
characters__heroes__hero_vulpin_thief,characters/heroes/hero_vulpin_thief.png,hero_vulpin_thief,reference,TO_GENERATE,POST_MVP,115,,"Create one full-body isolated hero in neutral readable pose: Vulpin fox-like humanoid Thief; agile, curious silhouette; cape, daggers, oversized loot bag; expressive ears and tail. 5–6 heads tall, stylized low-poly, not chibi. No environment.",rigged_character_mesh,models/characters/hero_vulpin_thief.glb,
characters__heroes__hero_lithide_paladin,characters/heroes/hero_lithide_paladin.png,hero_lithide_paladin,reference,TO_GENERATE,POST_MVP,116,,"Create one full-body isolated hero in neutral readable pose: Lithide living-stone Paladin; massive angular stone body, subtle luminous mineral seams/runes, large shield; stubborn and imposing. 5–6 heads tall, stylized low-poly, not chibi. No environment.",rigged_character_mesh,models/characters/hero_lithide_paladin.glb,
characters__heroes__hero_batrafian_ranger,characters/heroes/hero_batrafian_ranger.png,hero_batrafian_ranger,reference,TO_GENERATE,POST_MVP,117,,"Create one full-body isolated hero in neutral readable pose: Batrafian frog/amphibian humanoid Ranger/Scout; compact agile silhouette, ranged weapon, alert exploratory posture. 5–6 heads tall, stylized low-poly, not chibi. No environment.",rigged_character_mesh,models/characters/hero_batrafian_ranger.glb,
characters__heroes__hero_mycean_mage,characters/heroes/hero_mycean_mage.png,hero_mycean_mage,reference,TO_GENERATE,POST_MVP,118,,"Create one full-body isolated hero in neutral readable pose: Mycean fungal humanoid Mage; mushroom/fungal silhouette, soft bioluminescence, magical focus/staff. 5–6 heads tall, stylized low-poly, not chibi. No environment.",rigged_character_mesh,models/characters/hero_mycean_mage.glb,
characters__heroes__hero_nocturne_priest,characters/heroes/hero_nocturne_priest.png,hero_nocturne_priest,reference,TO_GENERATE,POST_MVP,119,,"Create one full-body isolated hero in neutral readable pose: Nocturne owl/bird-inspired Priest; scholarly and spiritual silhouette, wings/feather anatomy readable without resembling a human in a bird mask. 5–6 heads tall, stylized low-poly, not chibi. No environment.",rigged_character_mesh,models/characters/hero_nocturne_priest.glb,
characters__heroes__hero_saurian_warrior,characters/heroes/hero_saurian_warrior.png,hero_saurian_warrior,reference,TO_GENERATE,POST_MVP,120,,"Create one full-body isolated hero in neutral readable pose: Saurian reptilian humanoid Warrior; sturdy martial silhouette, practical armor and melee weapon. 5–6 heads tall, stylized low-poly, not chibi. No environment.",rigged_character_mesh,models/characters/hero_saurian_warrior.glb,
characters__heroes__hero_forged_sapper,characters/heroes/hero_forged_sapper.png,hero_forged_sapper,reference,TO_GENERATE,POST_MVP,121,,"Create one full-body isolated hero in neutral readable pose: Forged artificial fantasy Sapper; constructed from stone/metal/ceramic plus magic, structural-demolition tools. 5–6 heads tall, stylized low-poly, not chibi. No environment.",rigged_character_mesh,models/characters/hero_forged_sapper.glb,
characters__heroes__hero_human_barbarian,characters/heroes/hero_human_barbarian.png,hero_human_barbarian,reference,TO_GENERATE,POST_MVP,122,,"Create one full-body isolated hero in neutral readable pose: Human Barbarian; humans are a minority species, direct aggressive silhouette, simple heavy weapon. 5–6 heads tall, stylized low-poly, not chibi. No environment.",rigged_character_mesh,models/characters/hero_human_barbarian.glb,
characters__creatures__creature_shardling,characters/creatures/creature_shardling.png,creature_shardling,reference,TO_GENERATE,POST_MVP,123,,Create one full-body isolated dungeon creature: small creature made from levitating dungeon rock shards held together by supernatural influence. It must look created by the dungeon rather than a generic goblin/orc/demon.,rigged_character_mesh,models/creatures/creature_shardling.glb,
characters__creatures__creature_hollow,characters/creatures/creature_hollow.png,creature_hollow,reference,TO_GENERATE,POST_MVP,124,,"Create one full-body isolated dungeon creature: animated empty shell/armor-like dungeon construct, visibly hollow and created by the dungeon. It must look created by the dungeon rather than a generic goblin/orc/demon.",rigged_character_mesh,models/creatures/creature_hollow.glb,
characters__creatures__creature_maw,characters/creatures/creature_maw.png,creature_maw,reference,TO_GENERATE,POST_MVP,125,,Create one full-body isolated dungeon creature: wall-integrated dungeon creature with a supernatural mouth/ambush form; not a generic demon. It must look created by the dungeon rather than a generic goblin/orc/demon.,rigged_character_mesh,models/creatures/creature_maw.glb,
characters__creatures__creature_wraith,characters/creatures/creature_wraith.png,creature_wraith,reference,TO_GENERATE,POST_MVP,126,,Create one full-body isolated dungeon creature: stylized supernatural dungeon wraith with readable silhouette and restrained violet energy. It must look created by the dungeon rather than a generic goblin/orc/demon.,rigged_character_mesh,models/creatures/creature_wraith.glb,
world_map__world_village_cluster,world_map/world_village_cluster.png,world_village_cluster,reference,TO_GENERATE,POST_MVP,127,,"Create one isolated world-map diorama asset: warm stylized village cluster for a 3D diorama world map. Surface world should feel alive, warm and colorful unless this is the influence marker.",diorama_static_mesh,models/world_map/world_village_cluster.glb,
world_map__world_castle,world_map/world_castle.png,world_castle,reference,TO_GENERATE,POST_MVP,128,,"Create one isolated world-map diorama asset: warm stylized fantasy castle landmark for world map. Surface world should feel alive, warm and colorful unless this is the influence marker.",diorama_static_mesh,models/world_map/world_castle.glb,
world_map__world_forest_cluster,world_map/world_forest_cluster.png,world_forest_cluster,reference,TO_GENERATE,POST_MVP,129,,"Create one isolated world-map diorama asset: stylized forest cluster for world map. Surface world should feel alive, warm and colorful unless this is the influence marker.",diorama_static_mesh,models/world_map/world_forest_cluster.glb,
world_map__world_mountain_cluster,world_map/world_mountain_cluster.png,world_mountain_cluster,reference,TO_GENERATE,POST_MVP,130,,"Create one isolated world-map diorama asset: stylized mountain cluster for world map. Surface world should feel alive, warm and colorful unless this is the influence marker.",diorama_static_mesh,models/world_map/world_mountain_cluster.glb,
world_map__world_trade_road_segment,world_map/world_trade_road_segment.png,world_trade_road_segment,reference,TO_GENERATE,POST_MVP,131,,"Create one isolated world-map diorama asset: stylized trade road segment. Surface world should feel alive, warm and colorful unless this is the influence marker.",diorama_static_mesh,models/world_map/world_trade_road_segment.glb,
world_map__world_religious_sanctuary,world_map/world_religious_sanctuary.png,world_religious_sanctuary,reference,TO_GENERATE,POST_MVP,132,,"Create one isolated world-map diorama asset: surface-world religious sanctuary landmark. Surface world should feel alive, warm and colorful unless this is the influence marker.",diorama_static_mesh,models/world_map/world_religious_sanctuary.glb,
world_map__world_fungal_forest_cluster,world_map/world_fungal_forest_cluster.png,world_fungal_forest_cluster,reference,TO_GENERATE,POST_MVP,133,,"Create one isolated world-map diorama asset: stylized fungal forest region landmark. Surface world should feel alive, warm and colorful unless this is the influence marker.",diorama_static_mesh,models/world_map/world_fungal_forest_cluster.glb,
world_map__world_magic_region_cluster,world_map/world_magic_region_cluster.png,world_magic_region_cluster,reference,TO_GENERATE,POST_MVP,134,,"Create one isolated world-map diorama asset: stylized magical-region landmark. Surface world should feel alive, warm and colorful unless this is the influence marker.",diorama_static_mesh,models/world_map/world_magic_region_cluster.glb,
world_map__world_dungeon_influence_fissure,world_map/world_dungeon_influence_fissure.png,world_dungeon_influence_fissure,reference,TO_GENERATE,POST_MVP,135,,"Create one isolated world-map diorama asset: subtle dungeon influence fissure/entrance marker; colder local colors and restrained violet cracks. Surface world should feel alive, warm and colorful unless this is the influence marker.",diorama_static_mesh,models/world_map/world_dungeon_influence_fissure.glb,
ui__ui_icon_wealth,ui/ui_icon_wealth.png,ui_icon_wealth,reference,TO_GENERATE,POST_MVP,136,,Create one clean readable UI icon: wealth/gold semantic icon. Must remain identifiable at ~24 px. No 3D generation required.,2d_only_not_for_meshy,N/A,2D UI asset only; do not send to Meshy.
ui__ui_icon_integrity,ui/ui_icon_integrity.png,ui_icon_integrity,reference,TO_GENERATE,POST_MVP,137,,Create one clean readable UI icon: Core integrity/damage semantic icon. Must remain identifiable at ~24 px. No 3D generation required.,2d_only_not_for_meshy,N/A,2D UI asset only; do not send to Meshy.
ui__ui_icon_raid,ui/ui_icon_raid.png,ui_icon_raid,reference,TO_GENERATE,POST_MVP,138,,Create one clean readable UI icon: raid warning/action semantic icon. Must remain identifiable at ~24 px. No 3D generation required.,2d_only_not_for_meshy,N/A,2D UI asset only; do not send to Meshy.
ui__ui_icon_research,ui/ui_icon_research.png,ui_icon_research,reference,TO_GENERATE,POST_MVP,139,,Create one clean readable UI icon: research semantic icon. Must remain identifiable at ~24 px. No 3D generation required.,2d_only_not_for_meshy,N/A,2D UI asset only; do not send to Meshy.
ui__ui_icon_construction,ui/ui_icon_construction.png,ui_icon_construction,reference,TO_GENERATE,POST_MVP,140,,Create one clean readable UI icon: construction semantic icon. Must remain identifiable at ~24 px. No 3D generation required.,2d_only_not_for_meshy,N/A,2D UI asset only; do not send to Meshy.
ui__ui_icon_corpse,ui/ui_icon_corpse.png,ui_icon_corpse,reference,TO_GENERATE,POST_MVP,141,,"Create one clean readable UI icon: persistent corpse semantic icon, non-gory. Must remain identifiable at ~24 px. No 3D generation required.",2d_only_not_for_meshy,N/A,2D UI asset only; do not send to Meshy.
ui__ui_icon_loot,ui/ui_icon_loot.png,ui_icon_loot,reference,TO_GENERATE,POST_MVP,142,,Create one clean readable UI icon: unsecured loot semantic icon. Must remain identifiable at ~24 px. No 3D generation required.,2d_only_not_for_meshy,N/A,2D UI asset only; do not send to Meshy.
ui__ui_icon_door_damage,ui/ui_icon_door_damage.png,ui_icon_door_damage,reference,TO_GENERATE,POST_MVP,143,,Create one clean readable UI icon: door/structure damage semantic icon. Must remain identifiable at ~24 px. No 3D generation required.,2d_only_not_for_meshy,N/A,2D UI asset only; do not send to Meshy.
